,gene_symbol,myAUC,myDiff,power,cluster #
619,PDE6B,0.223,-2.036922,0.277,4
620,GNGT1,0.164,-2.084646,0.336,4
621,PDC,0.163,-2.170946,0.337,4
626,CALB2,0.823,3.123037,0.323,5
627,TAC1,0.833,2.626378,0.333,5
628,TPBG,0.876,2.533358,0.376,5
629,C1QL1,0.924,2.527843,0.424,5
630,CXCL14,0.901,2.230271,0.401,5
631,SYNPR,0.925,2.131719,0.425,5
632,STMN2,0.886,2.086199,0.386,5
633,PCDH10,0.797,2.043265,0.297,5
634,SNHG11,0.922,2.035822,0.422,5
635,NRXN3,0.923,2.007402,0.423,5
636,CHGB,0.916,2.006283,0.416,5
637,DLGAP1,0.862,1.951491,0.362,5
638,GAD1,0.895,1.927132,0.395,5
639,SLC6A1,0.882,1.917232,0.382,5
640,ATP1B1,0.889,1.878433,0.389,5
641,GRIA3,0.852,1.861206,0.352,5
642,AI593442,0.831,1.830170,0.331,5
643,PAX6,0.867,1.815993,0.367,5
644,MEIS2,0.888,1.783257,0.388,5
645,DTNBP1,0.850,1.781289,0.350,5
646,MEG3,0.905,1.740870,0.405,5
647,SLC32A1,0.859,1.720626,0.359,5
648,CD47,0.872,1.714293,0.372,5
649,LSAMP,0.847,1.699605,0.347,5
650,2900011O08RIK,0.840,1.682621,0.340,5
651,RPH3A,0.865,1.676398,0.365,5
652,NRXN2,0.862,1.671095,0.362,5
653,ZFHX3,0.794,1.649873,0.294,5
654,CDK5R1,0.856,1.647661,0.356,5
655,GAD2,0.798,1.638829,0.298,5
656,FILIP1L,0.769,1.637232,0.269,5
657,B2M,0.800,1.608359,0.300,5
658,P2RY1,0.777,1.585637,0.277,5
659,NSG2,0.825,1.585339,0.325,5
660,OGFRL1,0.850,1.573178,0.350,5
661,STMN1,0.823,1.572466,0.323,5
662,C1QL2,0.769,1.565457,0.269,5
663,ZEB2,0.831,1.544523,0.331,5
664,NHLH2,0.808,1.538909,0.308,5
665,SYT7,0.808,1.527501,0.308,5
666,RGS8,0.796,1.505359,0.296,5
667,ELAVL3,0.838,1.485639,0.338,5
668,UACA,0.774,1.475738,0.274,5
669,SYT6,0.747,1.459682,0.247,5
670,CPLX2,0.827,1.458139,0.327,5
671,FRMD5,0.787,1.433194,0.287,5
672,FAM19A5,0.762,1.430612,0.262,5
673,BHLHE22,0.764,1.426500,0.264,5
674,TUBB2A,0.822,1.419453,0.322,5
675,VSNL1,0.804,1.414648,0.304,5
676,STXBP6,0.747,1.412450,0.247,5
677,PCDH8,0.731,1.408067,0.231,5
678,TKT,0.843,1.399775,0.343,5
679,BASP1,0.828,1.397467,0.328,5
680,EPB4.1L4A,0.763,1.393019,0.263,5
681,A030009H04RIK,0.803,1.387965,0.303,5
682,GPM6A,0.841,1.376807,0.341,5
683,NAP1L5,0.808,1.375097,0.308,5
684,PCDH17,0.799,1.369359,0.299,5
685,GABBR2,0.754,1.368149,0.254,5
686,SYT11,0.845,1.347546,0.345,5
687,LRRN3,0.721,1.338672,0.221,5
688,CALB1,0.776,1.334921,0.276,5
689,SV2A,0.850,1.332636,0.350,5
690,SCN3A,0.760,1.325687,0.260,5
691,RYR2,0.782,1.321029,0.282,5
692,HUNK,0.729,1.315880,0.229,5
693,BAI3,0.725,1.314119,0.225,5
694,PCSK2,0.737,1.311312,0.237,5
695,ADCY2,0.739,1.311003,0.239,5
696,GNG3,0.799,1.308365,0.299,5
697,TFAP2A,0.759,1.308229,0.259,5
698,ZMAT4,0.754,1.305568,0.254,5
699,FLRT3,0.763,1.304117,0.263,5
700,GABRA3,0.746,1.300341,0.246,5
701,DPP6,0.780,1.298661,0.280,5
702,RASGRF1,0.745,1.298565,0.245,5
703,SPOCK3,0.705,1.294629,0.205,5
704,CELF4,0.842,1.286985,0.342,5
705,SPARCL1,0.778,1.281146,0.278,5
706,ELAVL4,0.751,1.274854,0.251,5
707,GRIA4,0.784,1.270207,0.284,5
708,PKIA,0.775,1.269100,0.275,5
709,ATRNL1,0.720,1.259867,0.220,5
710,UCHL1,0.773,1.241952,0.273,5
711,CRHR2,0.708,1.227419,0.208,5
712,GRIA2,0.817,1.223394,0.317,5
713,CACNG3,0.750,1.222476,0.250,5
714,CDH4,0.729,1.217037,0.229,5
715,NDRG4,0.774,1.214021,0.274,5
716,8430419L09RIK,0.718,1.208866,0.218,5
717,STMN3,0.783,1.205826,0.283,5
718,NRXN1,0.744,1.199941,0.244,5
719,DIO2,0.722,1.194141,0.222,5
720,ANK3,0.796,1.193807,0.296,5
721,DPYSL4,0.777,1.187574,0.277,5
722,STMN4,0.747,1.182336,0.247,5
723,ROBO2,0.705,1.181819,0.205,5
724,CLMP,0.760,1.181079,0.260,5
725,UTRN,0.733,1.177432,0.233,5
726,MLLT11,0.756,1.174966,0.256,5
727,RELN,0.707,1.172184,0.207,5
728,STK32B,0.712,1.171383,0.212,5
729,ATP1A1,0.773,1.171164,0.273,5
730,TMX4,0.773,1.170468,0.273,5
731,GAP43,0.739,1.169587,0.239,5
732,PLCB1,0.709,1.165435,0.209,5
733,SCN2A1,0.727,1.161847,0.227,5
734,CDK14,0.755,1.157752,0.255,5
735,UBASH3B,0.731,1.143693,0.231,5
736,MYT1L,0.730,1.141047,0.230,5
737,6330403K07RIK,0.723,1.140026,0.223,5
738,TTC3,0.833,1.133517,0.333,5
739,FGF14,0.708,1.123639,0.208,5
740,NRCAM,0.715,1.121937,0.215,5
741,LPHN3,0.733,1.121325,0.233,5
742,NRSN1,0.758,1.116765,0.258,5
743,BRINP1,0.731,1.116028,0.231,5
744,DCLK1,0.745,1.111968,0.245,5
745,SUSD4,0.709,1.111055,0.209,5
746,4833424O15RIK,0.722,1.108714,0.222,5
747,CHGA,0.776,1.098459,0.276,5
748,PBX1,0.777,1.097487,0.277,5
749,KIF5C,0.747,1.090766,0.247,5
750,PCP4,0.829,1.082855,0.329,5
751,SNCA,0.718,1.080615,0.218,5
752,NCDN,0.740,1.079821,0.240,5
753,GNAS,0.820,1.079212,0.320,5
754,CYFIP2,0.764,1.073980,0.264,5
755,PTPRK,0.702,1.064478,0.202,5
756,GM1673,0.729,1.060925,0.229,5
757,HMGCS1,0.753,1.060691,0.253,5
758,RTN1,0.800,1.055933,0.300,5
759,IGSF8,0.740,1.055664,0.240,5
760,SNRPN,0.754,1.038591,0.254,5
761,THRA,0.772,1.020305,0.272,5
762,CHD3,0.753,1.009107,0.253,5
763,GNB1,0.248,-1.603950,0.252,5
764,HMGN1,0.209,-1.639410,0.291,5
765,UNC119,0.251,-1.776276,0.249,5
766,GNAT1,0.224,-1.788295,0.276,5
767,NEUROD1,0.273,-1.859046,0.227,5
768,RP1,0.233,-1.902106,0.267,5
769,PDE6B,0.237,-1.916995,0.263,5
770,NRL,0.260,-1.922926,0.240,5
771,RCVRN,0.219,-1.936805,0.281,5
772,ROM1,0.219,-2.012157,0.281,5
773,CNGA1,0.253,-2.027682,0.247,5
774,PDC,0.180,-2.058464,0.320,5
775,PRPH2,0.189,-2.124104,0.311,5
776,RHO,0.175,-2.140480,0.325,5
777,RS1,0.247,-2.154422,0.253,5
778,SAG,0.166,-2.161915,0.334,5
779,NR2E3,0.249,-2.164806,0.251,5
780,GNGT1,0.160,-2.165857,0.340,5
781,RPGRIP1,0.244,-2.166108,0.256,5
782,SLC24A1,0.259,-2.174069,0.241,5
783,TULP1,0.195,-2.237394,0.305,5
784,PDE6G,0.190,-2.267903,0.310,5
789,NPNT,0.945,2.486780,0.445,6
790,ARL4C,0.938,2.467107,0.438,6
791,BHLHE22,0.917,2.421611,0.417,6
792,CPLX2,0.942,2.362730,0.442,6
793,LPL,0.920,2.288892,0.420,6
794,FILIP1L,0.897,2.194008,0.397,6
795,TKT,0.925,2.156892,0.425,6
796,NRXN2,0.932,2.155552,0.432,6
797,SIX3,0.923,2.092244,0.423,6
798,SLIT2,0.911,2.087468,0.411,6
799,SNHG11,0.935,2.050363,0.435,6
800,SLC6A1,0.885,1.911315,0.385,6
801,PAX6,0.894,1.818176,0.394,6
802,PTN,0.892,1.811793,0.392,6
803,RBFOX1,0.853,1.801588,0.353,6
804,DLGAP1,0.867,1.797541,0.367,6
805,GRIA2,0.898,1.738590,0.398,6
806,HBEGF,0.812,1.719168,0.312,6
807,2900011O08RIK,0.863,1.692404,0.363,6
808,MEIS2,0.887,1.620756,0.387,6
809,DTNBP1,0.839,1.601648,0.339,6
810,GAD1,0.851,1.596819,0.351,6
811,ATP1B1,0.888,1.593981,0.388,6
812,ASAP1,0.841,1.587659,0.341,6
813,FEZ1,0.823,1.583525,0.323,6
814,SPOCK3,0.826,1.577292,0.326,6
815,PCDH10,0.841,1.552813,0.341,6
816,VSNL1,0.819,1.543639,0.319,6
817,NECAB1,0.807,1.542009,0.307,6
818,GAD2,0.800,1.511610,0.300,6
819,NRCAM,0.809,1.495982,0.309,6
820,GUCY1A3,0.855,1.487265,0.355,6
821,ID4,0.791,1.477149,0.291,6
822,BASP1,0.849,1.466807,0.349,6
823,PDE4B,0.803,1.466115,0.303,6
824,KCNIP1,0.807,1.464399,0.307,6
825,CXCL14,0.771,1.455123,0.271,6
826,KCNC1,0.798,1.426647,0.298,6
827,RPH3A,0.835,1.420630,0.335,6
828,FAM155A,0.804,1.420487,0.304,6
829,UCHL1,0.826,1.419570,0.326,6
830,DAPK1,0.786,1.411956,0.286,6
831,TTC3,0.887,1.400846,0.387,6
832,DPYSL4,0.796,1.396161,0.296,6
833,GABBR2,0.746,1.395801,0.246,6
834,CCDC88B,0.779,1.375544,0.279,6
835,SLC32A1,0.807,1.368830,0.307,6
836,C1QL1,0.772,1.360801,0.272,6
837,STMN2,0.812,1.357504,0.312,6
838,ELAVL3,0.820,1.350815,0.320,6
839,RND3,0.779,1.347967,0.279,6
840,GPM6A,0.835,1.344385,0.335,6
841,MEG3,0.875,1.342623,0.375,6
842,A030009H04RIK,0.792,1.333141,0.292,6
843,ZFHX3,0.768,1.332239,0.268,6
844,RGS7BP,0.769,1.324127,0.269,6
845,NDRG4,0.822,1.318106,0.322,6
846,RPS6KA4,0.748,1.311023,0.248,6
847,ADARB1,0.798,1.302663,0.298,6
848,FRMD5,0.798,1.291730,0.298,6
849,TUBB2A,0.825,1.288930,0.325,6
850,CTNND2,0.771,1.287176,0.271,6
851,CDK5R1,0.788,1.279842,0.288,6
852,SV2A,0.826,1.279755,0.326,6
853,PRKCB,0.782,1.272974,0.282,6
854,CACNG4,0.807,1.269842,0.307,6
855,UNC5D,0.741,1.260066,0.241,6
856,PRMT8,0.753,1.258728,0.253,6
857,CACNA2D1,0.769,1.257272,0.269,6
858,GNG3,0.817,1.251172,0.317,6
859,AUTS2,0.781,1.247146,0.281,6
860,STMN3,0.820,1.245952,0.320,6
861,FAIM2,0.772,1.244633,0.272,6
862,PNMAL2,0.804,1.239124,0.304,6
863,UBASH3B,0.720,1.237485,0.220,6
864,RUNX1T1,0.768,1.222632,0.268,6
865,LRP8,0.761,1.212309,0.261,6
866,STMN1,0.775,1.209730,0.275,6
867,6430548M08RIK,0.803,1.207834,0.303,6
868,MPP6,0.761,1.206435,0.261,6
869,GPR123,0.736,1.204882,0.236,6
870,LHFPL2,0.719,1.202920,0.219,6
871,COL6A1,0.747,1.199489,0.247,6
872,DHCR24,0.745,1.195008,0.245,6
873,DUSP26,0.791,1.193817,0.291,6
874,ALCAM,0.712,1.183433,0.212,6
875,INPP4B,0.736,1.177319,0.236,6
876,CLMN,0.701,1.175226,0.201,6
877,TSC22D1,0.819,1.174524,0.319,6
878,SNRPN,0.792,1.174384,0.292,6
879,CELF4,0.835,1.173654,0.335,6
880,HUNK,0.737,1.169421,0.237,6
881,TNC,0.723,1.167862,0.223,6
882,TFAP2A,0.734,1.161882,0.234,6
883,RASAL2,0.740,1.156727,0.240,6
884,FGD6,0.741,1.156173,0.241,6
885,ELAVL4,0.762,1.149500,0.262,6
886,GNG2,0.760,1.147975,0.260,6
887,LPHN3,0.713,1.131097,0.213,6
888,PLCH1,0.734,1.129860,0.234,6
889,PCDH17,0.730,1.127561,0.230,6
890,AI848285,0.704,1.120084,0.204,6
891,MYH10,0.779,1.111490,0.279,6
892,TMEM191C,0.740,1.110693,0.240,6
893,GRIA4,0.752,1.109848,0.252,6
894,THRA,0.801,1.109794,0.301,6
895,RASGRF1,0.710,1.104095,0.210,6
896,CHN1,0.759,1.098900,0.259,6
897,CDC42EP4,0.706,1.091060,0.206,6
898,KIF5C,0.779,1.081707,0.279,6
899,GAS7,0.763,1.080142,0.263,6
900,FSCN1,0.753,1.069197,0.253,6
901,6330403K07RIK,0.713,1.065402,0.213,6
902,TAGLN3,0.766,1.056235,0.266,6
903,BC048943,0.768,1.055497,0.268,6
904,ATP6V1G2,0.749,1.049524,0.249,6
905,GABRA3,0.738,1.046500,0.238,6
906,HPCA,0.749,1.045573,0.249,6
907,FUT9,0.706,1.043984,0.206,6
908,CERS5,0.745,1.040396,0.245,6
909,FAM115A,0.777,1.038889,0.277,6
910,SFXN1,0.726,1.037528,0.226,6
911,MLLT11,0.773,1.035476,0.273,6
912,SYNPR,0.758,1.032318,0.258,6
913,CX3CL1,0.708,1.025068,0.208,6
914,MAPT,0.773,1.017509,0.273,6
915,DAAM1,0.744,1.012920,0.244,6
916,CMIP,0.752,1.011512,0.252,6
917,DKK3,0.836,1.011427,0.336,6
918,IGSF8,0.733,1.003250,0.233,6
919,TENM4,0.703,1.002356,0.203,6
920,NSG2,0.752,1.001377,0.252,6
921,NRSN1,0.747,1.000763,0.247,6
922,CST3,0.293,-1.465866,0.207,6
923,UNC119,0.276,-1.522563,0.224,6
924,HMGN1,0.218,-1.541634,0.282,6
925,ROM1,0.257,-1.544670,0.243,6
926,GNB1,0.254,-1.581356,0.246,6
927,RPGRIP1,0.279,-1.586358,0.221,6
928,NEUROD1,0.296,-1.619679,0.204,6
929,NRL,0.281,-1.643732,0.219,6
930,CNGA1,0.281,-1.691412,0.219,6
931,PRPH2,0.220,-1.692216,0.280,6
932,TULP1,0.227,-1.729834,0.273,6
933,NR2E3,0.278,-1.736613,0.222,6
934,RP1,0.256,-1.749063,0.244,6
935,RS1,0.278,-1.760521,0.222,6
936,PDE6B,0.253,-1.770264,0.247,6
937,PDE6G,0.227,-1.826063,0.273,6
938,SLC24A1,0.290,-1.831021,0.210,6
939,SAG,0.180,-1.853215,0.320,6
940,RCVRN,0.234,-1.864629,0.266,6
941,GNAT1,0.222,-1.882724,0.278,6
942,GNGT1,0.190,-1.891447,0.310,6
943,RHO,0.184,-1.906823,0.316,6
944,PDC,0.188,-1.952769,0.312,6
949,CXCL14,0.953,2.823229,0.453,7
950,CPLX2,0.965,2.782527,0.465,7
951,MAF,0.874,2.663386,0.374,7
952,AI593442,0.929,2.533839,0.429,7
953,ID4,0.900,2.369125,0.400,7
954,LPL,0.929,2.294283,0.429,7
955,GAD2,0.909,2.222806,0.409,7
956,NPNT,0.872,2.100390,0.372,7
957,SNHG11,0.933,2.095661,0.433,7
958,SPOCK3,0.907,2.024941,0.407,7
959,PAX6,0.906,1.900148,0.406,7
960,NRXN2,0.889,1.824692,0.389,7
961,GRIA2,0.907,1.794039,0.407,7
962,NDRG4,0.889,1.706384,0.389,7
963,2900011O08RIK,0.866,1.702616,0.366,7
964,DTNBP1,0.860,1.674204,0.360,7
965,C1QL1,0.836,1.656812,0.336,7
966,ASAP1,0.848,1.646246,0.348,7
967,ATP1B1,0.904,1.636111,0.404,7
968,SIX3,0.866,1.635263,0.366,7
969,SLC6A1,0.852,1.618210,0.352,7
970,FILIP1L,0.801,1.610463,0.301,7
971,HBEGF,0.809,1.597965,0.309,7
972,PDE4B,0.838,1.597787,0.338,7
973,GUCY1A3,0.864,1.582330,0.364,7
974,GAD1,0.851,1.579238,0.351,7
975,TNC,0.793,1.575202,0.293,7
976,CRYBB3,0.732,1.574911,0.232,7
977,ADARB1,0.842,1.560392,0.342,7
978,MMP9,0.744,1.559409,0.244,7
979,DNER,0.836,1.558484,0.336,7
980,SPARCL1,0.843,1.550294,0.343,7
981,DDAH1,0.829,1.541302,0.329,7
982,DLGAP1,0.827,1.529146,0.327,7
983,UACA,0.780,1.515731,0.280,7
984,MEIS2,0.864,1.513207,0.364,7
985,RBFOX1,0.805,1.507393,0.305,7
986,TKT,0.856,1.505182,0.356,7
987,PCDH7,0.764,1.500815,0.264,7
988,BHLHE22,0.799,1.499124,0.299,7
989,CLMN,0.781,1.470727,0.281,7
990,SLC32A1,0.819,1.466542,0.319,7
991,BASP1,0.846,1.464820,0.346,7
992,ELMO1,0.787,1.457100,0.287,7
993,CACNG4,0.843,1.450213,0.343,7
994,TUBB2A,0.849,1.445571,0.349,7
995,GNG2,0.827,1.438293,0.327,7
996,GNG3,0.863,1.436732,0.363,7
997,DKK3,0.893,1.435250,0.393,7
998,KCNA6,0.749,1.425320,0.249,7
999,NECAB1,0.792,1.419522,0.292,7
1000,KCNAB1,0.799,1.416904,0.299,7
1001,ALDOC,0.847,1.409296,0.347,7
1002,LMO4,0.743,1.409237,0.243,7
1003,6430548M08RIK,0.830,1.391242,0.330,7
1004,FAM155A,0.818,1.381329,0.318,7
1005,PNMAL2,0.836,1.374099,0.336,7
1006,KCNC1,0.817,1.373826,0.317,7
1007,ARL4C,0.783,1.370410,0.283,7
1008,SCN3A,0.775,1.364878,0.275,7
1009,SYT7,0.778,1.363974,0.278,7
1010,KIF5C,0.828,1.361801,0.328,7
1011,TFAP2C,0.770,1.353114,0.270,7
1012,FEZ1,0.792,1.342916,0.292,7
1013,PTN,0.817,1.337424,0.317,7
1014,CELF4,0.871,1.326774,0.371,7
1015,TTC3,0.867,1.304565,0.367,7
1016,CPNE6,0.779,1.303567,0.279,7
1017,SV2A,0.842,1.297245,0.342,7
1018,CTSL,0.838,1.288834,0.338,7
1019,MYH10,0.809,1.279803,0.309,7
1020,GABBR2,0.754,1.279715,0.254,7
1021,FRMD5,0.810,1.278237,0.310,7
1022,PAK3,0.798,1.275646,0.298,7
1023,PRKCB,0.771,1.274230,0.271,7
1024,ELAVL3,0.811,1.271094,0.311,7
1025,ADARB2,0.740,1.270445,0.240,7
1026,ARHGEF9,0.788,1.265682,0.288,7
1027,HUNK,0.784,1.259809,0.284,7
1028,OGFRL1,0.809,1.255789,0.309,7
1029,CPNE5,0.746,1.249717,0.246,7
1030,THRA,0.835,1.245177,0.335,7
1031,KCNA1,0.753,1.239065,0.253,7
1032,KCNIP1,0.761,1.237502,0.261,7
1033,SLIT2,0.767,1.237248,0.267,7
1034,DPYSL4,0.786,1.232672,0.286,7
1035,C1QL2,0.751,1.228475,0.251,7
1036,THY1,0.774,1.227368,0.274,7
1037,PRUNE2,0.760,1.221889,0.260,7
1038,ALCAM,0.713,1.207316,0.213,7
1039,DHCR24,0.776,1.189385,0.276,7
1040,STMN3,0.826,1.187067,0.326,7
1041,CD302,0.706,1.182568,0.206,7
1042,PRRT4,0.736,1.180616,0.236,7
1043,PCSK2,0.749,1.162396,0.249,7
1044,DAPK1,0.751,1.145777,0.251,7
1045,SEZ6L,0.717,1.139465,0.217,7
1046,SFXN1,0.757,1.133703,0.257,7
1047,SYNPR,0.800,1.123498,0.300,7
1048,VPS41,0.772,1.123170,0.272,7
1049,NSG2,0.798,1.120197,0.298,7
1050,CCDC88B,0.730,1.113578,0.230,7
1051,STMN2,0.785,1.107607,0.285,7
1052,MLLT11,0.797,1.107556,0.297,7
1053,A030009H04RIK,0.780,1.107031,0.280,7
1054,VSNL1,0.752,1.103676,0.252,7
1055,TAGLN3,0.802,1.102230,0.302,7
1056,ELAVL4,0.743,1.101000,0.243,7
1057,LHFPL2,0.715,1.100922,0.215,7
1058,FRRS1L,0.713,1.100870,0.213,7
1059,CERS5,0.750,1.098213,0.250,7
1060,RND3,0.726,1.095740,0.226,7
1061,SNRPN,0.789,1.095115,0.289,7
1062,GABRA3,0.732,1.090441,0.232,7
1063,PPFIBP1,0.706,1.080047,0.206,7
1064,GAS7,0.770,1.079250,0.270,7
1065,INPP4B,0.710,1.078757,0.210,7
1066,ATP6V1D,0.816,1.078276,0.316,7
1067,FGD6,0.721,1.073414,0.221,7
1068,SPAG5,0.701,1.072308,0.201,7
1069,ATP6V1G2,0.767,1.068453,0.267,7
1070,HPCA,0.758,1.064513,0.258,7
1071,ARHGAP24,0.776,1.063113,0.276,7
1072,UBASH3B,0.720,1.061516,0.220,7
1073,NAP1L5,0.804,1.060330,0.304,7
1074,CACNG3,0.726,1.057606,0.226,7
1075,MXRA7,0.781,1.057379,0.281,7
1076,ADCY2,0.733,1.055474,0.233,7
1077,SYT11,0.792,1.054558,0.292,7
1078,NPTX2,0.712,1.054379,0.212,7
1079,RPS6KA4,0.712,1.051053,0.212,7
1080,UTRN,0.714,1.049219,0.214,7
1081,BC048943,0.793,1.047734,0.293,7
1082,LPHN3,0.745,1.043811,0.245,7
1083,MAPT,0.764,1.036973,0.264,7
1084,CTNND2,0.734,1.032653,0.234,7
1085,AUTS2,0.749,1.032249,0.249,7
1086,SEPT11,0.742,1.032183,0.242,7
1087,DAAM1,0.774,1.031598,0.274,7
1088,PCP4L1,0.801,1.029783,0.301,7
1089,CACNB4,0.709,1.012396,0.209,7
1090,MPP6,0.713,1.012265,0.213,7
1091,MARCKS,0.788,1.005504,0.288,7
1092,GNB1,0.279,-1.346821,0.221,7
1093,CST3,0.298,-1.460907,0.202,7
1094,HMGN1,0.231,-1.484621,0.269,7
1095,ROM1,0.265,-1.549354,0.235,7
1096,NEUROD1,0.297,-1.576758,0.203,7
1097,CNGA1,0.290,-1.593189,0.210,7
1098,RPGRIP1,0.294,-1.594350,0.206,7
1099,RP1,0.270,-1.600478,0.230,7
1100,TULP1,0.236,-1.643426,0.264,7
1101,NRL,0.284,-1.667221,0.216,7
1102,PDE6G,0.239,-1.675754,0.261,7
1103,RCVRN,0.248,-1.702941,0.252,7
1104,PDE6B,0.252,-1.720612,0.248,7
1105,SLC24A1,0.296,-1.738209,0.204,7
1106,GNGT1,0.202,-1.745068,0.298,7
1107,PRPH2,0.215,-1.759684,0.285,7
1108,RS1,0.283,-1.786494,0.217,7
1109,GNAT1,0.231,-1.791925,0.269,7
1110,PDC,0.196,-1.850697,0.304,7
1111,SAG,0.181,-1.888991,0.319,7
1112,RHO,0.184,-1.898958,0.316,7
1117,TAC2,0.842,3.118377,0.342,8
1118,TAC1,0.795,2.770889,0.295,8
1119,STMN2,0.906,2.529338,0.406,8
1120,GAP43,0.840,2.159206,0.340,8
1121,NAP1L5,0.913,2.129231,0.413,8
1122,ATP1B1,0.916,2.091522,0.416,8
1123,C1QL1,0.847,2.085033,0.347,8
1124,CXCL14,0.750,2.075283,0.250,8
1125,MEG3,0.891,2.041950,0.391,8
1126,SNHG11,0.891,2.017042,0.391,8
1127,6330403K07RIK,0.824,1.993265,0.324,8
1128,2900011O08RIK,0.866,1.975900,0.366,8
1129,UCHL1,0.861,1.947723,0.361,8
1130,ELAVL2,0.762,1.912945,0.262,8
1131,STMN3,0.861,1.816792,0.361,8
1132,CBLN2,0.711,1.800970,0.211,8
1133,SPOCK3,0.809,1.777251,0.309,8
1134,NCAM2,0.788,1.760593,0.288,8
1135,TUBB2A,0.861,1.711072,0.361,8
1136,TFAP2B,0.808,1.701796,0.308,8
1137,SNCA,0.784,1.697970,0.284,8
1138,SLC32A1,0.809,1.663189,0.309,8
1139,SCG2,0.824,1.651755,0.324,8
1140,STMN4,0.809,1.645436,0.309,8
1141,CPNE5,0.789,1.634672,0.289,8
1142,RTN1,0.852,1.593975,0.352,8
1143,VSNL1,0.806,1.570547,0.306,8
1144,IMPACT,0.827,1.556732,0.327,8
1145,SORCS1,0.773,1.555793,0.273,8
1146,GAD2,0.778,1.543560,0.278,8
1147,BASP1,0.832,1.538785,0.332,8
1148,CPLX2,0.799,1.530079,0.299,8
1149,MEIS2,0.819,1.506350,0.319,8
1150,GNG2,0.785,1.503115,0.285,8
1151,OXR1,0.753,1.492338,0.253,8
1152,GNG3,0.817,1.478047,0.317,8
1153,CELF4,0.859,1.464056,0.359,8
1154,DNER,0.783,1.449112,0.283,8
1155,TTC3,0.889,1.424931,0.389,8
1156,LSAMP,0.793,1.418734,0.293,8
1157,NRXN2,0.815,1.414066,0.315,8
1158,YWHAH,0.794,1.410703,0.294,8
1159,NECAB1,0.765,1.405108,0.265,8
1160,SERPINE2,0.701,1.401238,0.201,8
1161,A030009H04RIK,0.788,1.397833,0.288,8
1162,ZWINT,0.808,1.388499,0.308,8
1163,SLC6A1,0.797,1.385051,0.297,8
1164,SYT11,0.816,1.379877,0.316,8
1165,GPRASP1,0.799,1.359056,0.299,8
1166,4833424O15RIK,0.751,1.355348,0.251,8
1167,AI593442,0.713,1.339073,0.213,8
1168,C1QL2,0.722,1.335015,0.222,8
1169,MLLT11,0.782,1.331374,0.282,8
1170,GRIA2,0.831,1.326882,0.331,8
1171,MARCKS,0.827,1.322535,0.327,8
1172,SYT6,0.714,1.321108,0.214,8
1173,NRSN1,0.757,1.319183,0.257,8
1174,TFAP2A,0.713,1.313087,0.213,8
1175,KIF5C,0.784,1.312896,0.284,8
1176,SYN2,0.711,1.309829,0.211,8
1177,TENM1,0.730,1.298569,0.230,8
1178,EPB4.1L4A,0.713,1.296585,0.213,8
1179,PAX6,0.784,1.290939,0.284,8
1180,NDN,0.805,1.284206,0.305,8
1181,GPM6A,0.815,1.282328,0.315,8
1182,FXYD6,0.740,1.268025,0.240,8
1183,GNAS,0.849,1.267517,0.349,8
1184,SYT7,0.738,1.267166,0.238,8
1185,SNRPN,0.765,1.264829,0.265,8
1186,SPOCK2,0.771,1.263568,0.271,8
1187,PNMAL2,0.771,1.259210,0.271,8
1188,MAPT,0.770,1.244983,0.270,8
1189,MYT1L,0.752,1.241489,0.252,8
1190,HSP90AB1,0.873,1.236035,0.373,8
1191,BEX2,0.803,1.234094,0.303,8
1192,NDRG4,0.787,1.229175,0.287,8
1193,TKT,0.747,1.227076,0.247,8
1194,GAD1,0.734,1.218844,0.234,8
1195,TCEAL5,0.748,1.204026,0.248,8
1196,TENM4,0.719,1.203590,0.219,8
1197,NSG2,0.743,1.203252,0.243,8
1198,SYNGR3,0.735,1.190339,0.235,8
1199,YWHAG,0.770,1.184824,0.270,8
1200,GRIA3,0.714,1.181042,0.214,8
1201,FSTL5,0.737,1.177141,0.237,8
1202,NSG1,0.744,1.176358,0.244,8
1203,SPARCL1,0.762,1.174529,0.262,8
1204,TMX4,0.753,1.169642,0.253,8
1205,REEP5,0.734,1.166393,0.234,8
1206,SYNPR,0.769,1.155357,0.269,8
1207,TUBA1A,0.793,1.148357,0.293,8
1208,NGFRAP1,0.765,1.133358,0.265,8
1209,TMSB10,0.770,1.132117,0.270,8
1210,CACNA2D2,0.723,1.117231,0.223,8
1211,CALM2,0.801,1.114501,0.301,8
1212,RBFOX1,0.712,1.114299,0.212,8
1213,PRKAR1B,0.731,1.103338,0.231,8
1214,GM1673,0.720,1.098747,0.220,8
1215,SERINC1,0.791,1.098697,0.291,8
1216,SV2A,0.782,1.095818,0.282,8
1217,APP,0.748,1.089714,0.248,8
1218,ZCCHC18,0.740,1.081228,0.240,8
1219,CALM3,0.773,1.071503,0.273,8
1220,GPRASP2,0.738,1.069399,0.238,8
1221,RAB6B,0.736,1.066369,0.236,8
1222,GRIA4,0.729,1.065619,0.229,8
1223,LRRC4C,0.701,1.059002,0.201,8
1224,KIF5A,0.709,1.050514,0.209,8
1225,DTNBP1,0.720,1.042708,0.220,8
1226,RAB6A,0.752,1.040196,0.252,8
1227,CD200,0.709,1.038274,0.209,8
1228,CHGA,0.752,1.036109,0.252,8
1229,KIF3A,0.743,1.036025,0.243,8
1230,CDK5R1,0.735,1.035358,0.235,8
1231,ACOT7,0.715,1.035198,0.215,8
